TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
BKN,04/04/2013,BKN vs. CHI,L,240,90,31,70,44.3,5,13,38.5,23,30,76.7,7,23,30,17,8,3,16,19,-2
POR,04/03/2013,POR vs. MEM,L,240,76,33,80,41.3,4,29,13.8,6,10,60,8,22,30,21,5,2,16,22,-18
ORL,04/03/2013,ORL @ SAS,L,240,84,35,90,38.9,6,17,35.3,8,9,88.9,9,38,47,24,12,7,13,16,-14
MEM,04/03/2013,MEM @ POR,W,240,94,34,67,50.7,4,12,33.3,22,28,78.6,7,30,37,27,10,4,12,18,18
ATL,04/03/2013,ATL vs. NYK,L,239,82,32,66,48.5,9,26,34.6,9,19,47.4,7,28,35,22,7,2,15,10,-13
CHA,04/03/2013,CHA vs. PHI,W,239,88,35,81,43.2,4,14,28.6,14,16,87.5,13,37,50,22,11,5,17,13,5
LAC,04/03/2013,LAC vs. PHX,W,240,126,52,93,55.9,9,21,42.9,13,18,72.2,13,24,37,39,14,5,6,23,25
SAC,04/03/2013,SAC vs. HOU,L,240,102,34,87,39.1,6,21,28.6,28,34,82.4,13,27,40,19,12,4,12,20,-10
MIN,04/03/2013,MIN @ MIL,W,240,107,44,84,52.4,8,13,61.5,11,16,68.8,13,29,42,33,12,3,18,15,9
BKN,04/03/2013,BKN @ CLE,W,239,113,43,76,56.6,10,21,47.6,17,22,77.3,8,36,44,31,6,4,18,20,18
NOH,04/03/2013,NOH @ GSW,L,241,88,33,83,39.8,4,15,26.7,18,23,78.3,9,30,39,21,8,4,12,23,-10
UTA,04/03/2013,UTA vs. DEN,L,239,96,39,84,46.4,6,20,30,12,18,66.7,8,25,33,25,7,4,9,21,-17
HOU,04/03/2013,HOU @ SAC,W,241,112,42,86,48.8,10,30,33.3,18,21,85.7,12,35,47,32,7,4,19,28,10
CLE,04/03/2013,CLE vs. BKN,L,241,95,34,89,38.2,4,14,28.6,23,26,88.5,13,23,36,18,8,4,11,17,-18
PHI,04/03/2013,PHI @ CHA,L,239,83,33,94,35.1,4,16,25,13,16,81.3,19,28,47,16,12,1,15,16,-5
NYK,04/03/2013,NYK @ ATL,W,239,95,40,77,51.9,7,22,31.8,8,12,66.7,8,30,38,16,7,0,11,20,13
SAS,04/03/2013,SAS vs. ORL,W,240,98,40,90,44.4,10,29,34.5,8,13,61.5,12,41,53,26,7,4,15,8,14
DEN,04/03/2013,DEN @ UTA,W,241,113,41,73,56.2,7,18,38.9,24,32,75,8,34,42,22,7,8,14,19,17
WAS,04/03/2013,WAS @ TOR,L,240,78,26,80,32.5,5,19,26.3,21,29,72.4,10,31,41,14,7,2,14,27,-10
MIL,04/03/2013,MIL vs. MIN,L,239,98,42,96,43.8,8,23,34.8,6,9,66.7,20,25,45,19,10,9,19,15,-9
DET,04/03/2013,DET @ BOS,L,239,93,34,93,36.6,4,24,16.7,21,30,70,25,27,52,20,10,1,15,20,-5
BOS,04/03/2013,BOS vs. DET,W,239,98,36,71,50.7,7,20,35,19,22,86.4,4,30,34,20,7,9,15,26,5
TOR,04/03/2013,TOR vs. WAS,W,240,88,30,66,45.5,1,8,12.5,27,36,75,4,40,44,21,6,6,15,24,10
PHX,04/03/2013,PHX @ LAC,L,241,101,35,77,45.5,7,17,41.2,24,25,96,11,30,41,23,3,3,19,16,-25
GSW,04/03/2013,GSW vs. NOH,W,240,98,36,78,46.2,7,19,36.8,19,22,86.4,11,36,47,25,5,8,13,21,10
NYK,04/02/2013,NYK @ MIA,W,240,102,37,71,52.1,14,27,51.9,14,20,70,6,18,24,17,8,3,13,25,12
DAL,04/02/2013,DAL @ LAL,L,241,81,34,81,42,7,19,36.8,6,12,50,8,29,37,23,11,6,13,24,-20
WAS,04/02/2013,WAS vs. CHI,W,241,90,33,78,42.3,6,13,46.2,18,26,69.2,10,41,51,22,3,4,10,14,4
CHI,04/02/2013,CHI @ WAS,L,241,86,35,89,39.3,5,23,21.7,11,16,68.8,12,33,45,21,6,2,7,20,-4
MIA,04/02/2013,MIA vs. NYK,L,240,90,30,60,50,8,20,40,22,27,81.5,7,25,32,18,7,3,19,19,-12
LAL,04/02/2013,LAL vs. DAL,W,241,101,36,81,44.4,8,24,33.3,21,33,63.6,19,38,57,23,8,8,16,16,20
CHA,04/01/2013,CHA @ MIL,L,240,102,37,73,50.7,6,19,31.6,22,28,78.6,4,28,32,18,7,5,20,20,-29
TOR,04/01/2013,TOR vs. DET,L,240,98,41,81,50.6,8,21,38.1,8,10,80,6,23,29,24,6,8,10,17,-10
SAS,04/01/2013,SAS @ MEM,L,240,90,36,75,48,8,23,34.8,10,11,90.9,7,33,40,21,8,8,16,23,-2
BOS,04/01/2013,BOS @ MIN,L,239,100,42,81,51.9,7,16,43.8,9,14,64.3,7,30,37,25,4,3,17,21,-10
DET,04/01/2013,DET @ TOR,W,240,108,43,77,55.8,7,15,46.7,15,21,71.4,7,22,29,24,4,1,8,17,10
LAC,04/01/2013,LAC vs. IND,L,240,106,39,80,48.8,5,16,31.3,23,26,88.5,14,22,36,24,7,1,14,23,-3
CLE,04/01/2013,CLE @ ATL,L,240,94,41,81,50.6,3,12,25,9,15,60,8,36,44,29,9,1,14,24,-8
ORL,04/01/2013,ORL @ HOU,L,239,103,39,93,41.9,6,15,40,19,21,90.5,14,34,48,22,6,9,9,22,-8
POR,04/01/2013,POR @ UTA,L,239,102,39,67,58.2,13,23,56.5,11,17,64.7,3,27,30,25,2,2,16,17,-10
HOU,04/01/2013,HOU vs. ORL,W,240,111,44,98,44.9,9,29,31,14,22,63.6,20,34,54,27,4,6,9,19,8
IND,04/01/2013,IND @ LAC,W,239,109,39,71,54.9,10,23,43.5,21,28,75,9,26,35,29,8,4,14,25,3
MEM,04/01/2013,MEM vs. SAS,W,239,92,36,79,45.6,2,7,28.6,18,24,75,10,30,40,15,9,5,10,14,2
UTA,04/01/2013,UTA vs. POR,W,240,112,45,83,54.2,9,22,40.9,13,18,72.2,10,22,32,26,7,3,6,17,10
MIL,04/01/2013,MIL vs. CHA,W,239,131,51,100,51,14,27,51.9,15,17,88.2,14,31,45,32,7,2,10,21,29
MIN,04/01/2013,MIN vs. BOS,W,241,110,40,83,48.2,5,18,27.8,25,27,92.6,4,27,31,30,10,4,8,11,10
ATL,04/01/2013,ATL vs. CLE,W,239,102,37,81,45.7,9,30,30,19,26,73.1,10,27,37,26,8,3,11,17,8
DET,03/31/2013,DET @ CHI,L,242,94,36,72,50,7,16,43.8,15,22,68.2,8,37,45,22,5,5,16,23,-1
NYK,03/31/2013,NYK vs. BOS,W,241,108,35,72,48.6,14,27,51.9,24,31,77.4,10,31,41,23,7,1,11,22,19
CHI,03/31/2013,CHI vs. DET,W,239,95,30,76,39.5,8,23,34.8,27,40,67.5,10,27,37,19,10,4,9,18,1
NOH,03/31/2013,NOH vs. CLE,W,238,112,40,74,54.1,12,21,57.1,20,29,69,9,36,45,23,7,5,14,19,20
SAS,03/31/2013,SAS vs. MIA,L,240,86,35,79,44.3,7,24,29.2,9,16,56.3,13,36,49,26,7,2,12,13,-2
TOR,03/31/2013,TOR @ WAS,L,240,92,32,81,39.5,7,19,36.8,21,26,80.8,13,32,45,21,2,6,13,26,-17
MIA,03/31/2013,MIA @ SAS,W,240,88,33,71,46.5,12,28,42.9,10,15,66.7,3,30,33,23,7,8,10,15,2
WAS,03/31/2013,WAS vs. TOR,W,241,109,41,85,48.2,9,17,52.9,18,28,64.3,14,34,48,24,4,5,9,26,17
CLE,03/31/2013,CLE @ NOH,L,241,92,38,82,46.3,7,18,38.9,9,12,75,3,28,31,20,6,5,13,23,-20
BOS,03/31/2013,BOS @ NYK,L,239,89,32,74,43.2,7,25,28,18,23,78.3,9,28,37,12,3,3,10,22,-19
OKC,03/30/2013,OKC @ MIL,W,240,109,40,75,53.3,4,16,25,25,32,78.1,10,38,48,24,7,12,13,20,10
IND,03/30/2013,IND @ PHX,W,240,112,37,80,46.3,4,15,26.7,34,46,73.9,19,26,45,18,12,5,14,20,8
ORL,03/30/2013,ORL @ ATL,L,242,88,34,87,39.1,4,13,30.8,16,27,59.3,17,36,53,12,10,4,17,25,-9
GSW,03/30/2013,GSW vs. POR,W,239,125,47,87,54,9,20,45,22,27,81.5,11,41,52,22,6,8,10,24,27
MEM,03/30/2013,MEM @ MIN,W,238,99,37,73,50.7,6,10,60,19,27,70.4,5,30,35,25,9,5,9,28,13
PHX,03/30/2013,PHX vs. IND,L,239,104,40,82,48.8,6,12,50,18,19,94.7,9,26,35,30,8,3,16,30,-8
PHI,03/30/2013,PHI vs. CHA,W,239,100,38,73,52.1,5,16,31.3,19,27,70.4,7,26,33,28,7,1,10,24,8
CHA,03/30/2013,CHA @ PHI,L,240,92,38,76,50,2,8,25,14,23,60.9,8,27,35,22,5,3,12,22,-8
SAC,03/30/2013,SAC vs. LAL,L,239,98,39,86,45.3,7,24,29.2,13,16,81.3,16,28,44,19,1,2,11,18,-5
LAC,03/30/2013,LAC @ HOU,L,239,81,31,78,39.7,7,22,31.8,12,14,85.7,7,31,38,15,10,7,18,26,-17
UTA,03/30/2013,UTA vs. BKN,W,241,116,45,81,55.6,10,17,58.8,16,24,66.7,10,25,35,27,14,6,10,18,9
ATL,03/30/2013,ATL vs. ORL,W,240,97,34,78,43.6,6,21,28.6,23,31,74.2,9,35,44,18,9,6,16,24,9
MIN,03/30/2013,MIN vs. MEM,L,241,86,29,67,43.3,5,16,31.3,23,34,67.6,8,27,35,19,3,2,16,22,-13
BKN,03/30/2013,BKN @ UTA,L,241,107,42,81,51.9,8,23,34.8,15,19,78.9,15,28,43,25,5,11,17,19,-9
POR,03/30/2013,POR @ GSW,L,240,98,33,86,38.4,8,23,34.8,24,29,82.8,11,27,38,23,6,1,10,18,-27
CHI,03/30/2013,CHI @ DAL,L,240,98,38,80,47.5,12,21,57.1,10,18,55.6,11,28,39,24,6,4,12,14,-2
DAL,03/30/2013,DAL vs. CHI,W,241,100,40,79,50.6,6,18,33.3,14,18,77.8,9,30,39,24,3,9,11,17,2
MIL,03/30/2013,MIL vs. OKC,L,241,99,37,98,37.8,12,29,41.4,13,15,86.7,19,26,45,24,7,2,9,20,-10
HOU,03/30/2013,HOU vs. LAC,W,240,98,35,80,43.8,9,24,37.5,19,27,70.4,12,36,48,17,7,5,20,18,17
LAL,03/30/2013,LAL @ SAC,W,239,103,38,82,46.3,10,30,33.3,17,26,65.4,15,27,42,28,9,7,7,16,5
CHA,03/29/2013,CHA @ NYK,L,240,102,34,73,46.6,10,26,38.5,24,31,77.4,10,24,34,18,7,3,17,26,-9
ORL,03/29/2013,ORL vs. WAS,W,241,97,37,86,43,5,15,33.3,18,22,81.8,13,28,41,23,7,7,9,21,5
CLE,03/29/2013,CLE vs. PHI,L,240,87,37,86,43,4,18,22.2,9,15,60,11,29,40,24,6,6,10,15,-10
BKN,03/29/2013,BKN @ DEN,L,241,87,32,79,40.5,5,20,25,18,36,50,24,25,49,18,7,6,19,22,-22
NYK,03/29/2013,NYK vs. CHA,W,240,111,38,77,49.4,9,19,47.4,26,30,86.7,12,25,37,14,8,4,13,27,9
DET,03/29/2013,DET vs. TOR,L,240,82,31,76,40.8,5,18,27.8,15,23,65.2,11,23,34,25,4,4,13,13,-17
MIA,03/29/2013,MIA @ NOH,W,238,108,42,69,60.9,14,27,51.9,10,16,62.5,3,24,27,30,11,3,13,19,19
BOS,03/29/2013,BOS vs. ATL,W,240,118,45,83,54.2,11,23,47.8,17,21,81,9,28,37,25,8,9,12,20,11
ATL,03/29/2013,ATL @ BOS,L,238,107,40,88,45.5,8,20,40,19,24,79.2,10,30,40,28,6,2,13,15,-11
OKC,03/29/2013,OKC @ MIN,L,240,93,36,79,45.6,5,16,31.3,16,20,80,11,30,41,16,5,10,16,28,-8
PHI,03/29/2013,PHI @ CLE,W,241,97,42,86,48.8,7,18,38.9,6,10,60,12,31,43,26,5,6,9,13,10
HOU,03/29/2013,HOU @ MEM,L,239,94,34,81,42,9,27,33.3,17,21,81,15,20,35,19,10,5,14,26,-9
SAS,03/29/2013,SAS vs. LAC,W,239,104,39,74,52.7,6,15,40,20,21,95.2,6,26,32,29,3,5,9,20,2
TOR,03/29/2013,TOR @ DET,W,241,99,44,82,53.7,4,13,30.8,7,9,77.8,10,32,42,25,7,6,10,16,17
POR,03/29/2013,POR vs. UTA,L,240,95,33,67,49.3,6,13,46.2,23,32,71.9,6,29,35,22,3,3,16,18,-10
WAS,03/29/2013,WAS @ ORL,L,241,92,30,81,37,4,20,20,28,32,87.5,18,37,55,15,4,2,13,18,-5
DEN,03/29/2013,DEN vs. BKN,W,241,109,42,74,56.8,4,14,28.6,21,31,67.7,8,25,33,23,12,5,12,28,22
UTA,03/29/2013,UTA @ POR,W,240,105,43,86,50,4,19,21.1,15,18,83.3,13,29,42,25,12,4,10,23,10
MEM,03/29/2013,MEM vs. HOU,W,241,103,40,79,50.6,4,11,36.4,19,21,90.5,13,29,42,24,8,4,14,19,9
MIN,03/29/2013,MIN vs. OKC,W,239,101,37,83,44.6,5,15,33.3,22,27,81.5,13,33,46,20,10,1,10,16,8
NOH,03/29/2013,NOH vs. MIA,L,239,89,34,74,45.9,5,18,27.8,16,18,88.9,11,23,34,19,8,3,19,21,-19
LAC,03/29/2013,LAC @ SAS,L,240,102,41,81,50.6,8,19,42.1,12,21,57.1,12,26,38,26,8,4,9,23,-2
IND,03/28/2013,IND @ DAL,W,239,103,40,84,47.6,7,15,46.7,16,26,61.5,15,40,55,22,8,4,13,19,25
SAC,03/28/2013,SAC @ PHX,W,238,117,44,83,53,7,18,38.9,22,24,91.7,13,37,50,21,5,3,18,21,14
MIL,03/28/2013,MIL vs. LAL,W,239,113,45,93,48.4,7,19,36.8,16,22,72.7,15,28,43,22,12,4,12,25,10
LAL,03/28/2013,LAL @ MIL,L,239,103,34,77,44.2,5,20,25,30,39,76.9,11,29,40,19,7,6,18,20,-10
DAL,03/28/2013,DAL vs. IND,L,240,78,32,83,38.6,4,14,28.6,10,14,71.4,7,27,34,18,8,7,11,24,-25
PHX,03/28/2013,PHX vs. SAC,L,240,103,42,94,44.7,7,20,35,12,23,52.2,14,23,37,29,11,6,9,18,-14
IND,03/27/2013,IND @ HOU,W,240,100,35,78,44.9,6,18,33.3,24,28,85.7,9,36,45,20,9,5,12,21,9
MEM,03/27/2013,MEM @ NYK,L,240,101,33,70,47.1,6,21,28.6,29,35,82.9,10,24,34,14,6,2,16,24,-7
CHI,03/27/2013,CHI vs. MIA,W,238,101,40,85,47.1,8,22,36.4,13,18,72.2,12,31,43,27,9,3,18,18,4
POR,03/27/2013,POR vs. BKN,L,242,93,36,82,43.9,8,18,44.4,13,21,61.9,13,27,40,22,1,5,14,23,-18
MIL,03/27/2013,MIL @ PHI,L,241,92,37,89,41.6,6,24,25,12,13,92.3,14,30,44,18,9,3,14,9,-8
NOH,03/27/2013,NOH vs. LAC,L,239,91,35,71,49.3,4,14,28.6,17,24,70.8,10,25,35,19,6,2,11,25,-14
GSW,03/27/2013,GSW vs. SAC,L,241,98,41,90,45.6,5,24,20.8,11,13,84.6,13,28,41,30,9,4,14,19,-7
PHI,03/27/2013,PHI vs. MIL,W,239,100,42,89,47.2,8,16,50,8,9,88.9,14,34,48,28,5,3,15,14,8
LAC,03/27/2013,LAC @ NOH,W,241,105,34,73,46.6,13,29,44.8,24,28,85.7,12,23,35,18,9,3,9,18,14
BOS,03/27/2013,BOS @ CLE,W,240,93,34,76,44.7,5,14,35.7,20,28,71.4,2,35,37,27,10,4,15,15,1
ATL,03/27/2013,ATL @ TOR,W,241,107,40,81,49.4,10,21,47.6,17,20,85,8,32,40,27,11,0,11,21,19
OKC,03/27/2013,OKC vs. WAS,W,240,103,29,63,46,8,14,57.1,37,41,90.2,7,34,41,20,9,8,14,21,23
TOR,03/27/2013,TOR vs. ATL,L,239,88,35,78,44.9,4,17,23.5,14,20,70,10,32,42,20,8,1,19,18,-19
SAS,03/27/2013,SAS vs. DEN,W,239,100,35,76,46.1,10,15,66.7,20,27,74.1,11,27,38,20,7,8,18,17,1
LAL,03/27/2013,LAL @ MIN,W,241,120,44,82,53.7,10,22,45.5,22,38,57.9,12,32,44,27,10,9,21,25,3
UTA,03/27/2013,UTA vs. PHX,W,239,103,44,85,51.8,6,15,40,9,13,69.2,12,34,46,30,10,6,16,17,15
CLE,03/27/2013,CLE vs. BOS,L,241,92,38,86,44.2,7,17,41.2,9,14,64.3,9,37,46,26,10,6,18,22,-1
MIA,03/27/2013,MIA @ CHI,L,239,97,37,77,48.1,7,20,35,16,23,69.6,6,25,31,15,11,12,13,17,-4
CHA,03/27/2013,CHA vs. ORL,W,238,114,44,85,51.8,6,20,30,20,28,71.4,11,32,43,26,5,8,10,12,6
DEN,03/27/2013,DEN @ SAS,L,240,99,42,88,47.7,0,10,0,15,17,88.2,14,27,41,26,8,3,15,24,-1
NYK,03/27/2013,NYK vs. MEM,W,238,108,38,74,51.4,13,31,41.9,19,22,86.4,7,24,31,18,9,2,11,25,7
WAS,03/27/2013,WAS @ OKC,L,241,80,27,84,32.1,5,20,25,21,29,72.4,16,27,43,17,8,2,15,28,-23
PHX,03/27/2013,PHX @ UTA,L,239,88,34,76,44.7,6,16,37.5,14,19,73.7,8,28,36,27,7,4,17,18,-15
SAC,03/27/2013,SAC @ GSW,W,241,105,41,90,45.6,11,28,39.3,12,21,57.1,16,29,45,24,6,1,15,14,7
BKN,03/27/2013,BKN @ POR,W,240,111,46,95,48.4,5,20,25,14,25,56,19,35,54,24,8,1,9,20,18
ORL,03/27/2013,ORL @ CHA,L,240,108,44,84,52.4,7,19,36.8,13,18,72.2,7,27,34,33,6,6,10,21,-6
HOU,03/27/2013,HOU vs. IND,L,240,91,32,83,38.6,6,21,28.6,21,26,80.8,15,27,42,18,7,4,14,25,-9
MIN,03/27/2013,MIN vs. LAL,L,239,117,45,97,46.4,5,17,29.4,22,30,73.3,17,28,45,23,15,3,15,26,-3
DET,03/26/2013,DET vs. MIN,L,240,82,32,79,40.5,7,20,35,11,13,84.6,11,26,37,18,8,4,15,12,-23
NYK,03/26/2013,NYK @ BOS,W,240,100,39,90,43.3,8,28,28.6,14,18,77.8,15,26,41,11,12,3,8,24,15
BOS,03/26/2013,BOS vs. NYK,L,240,85,31,69,44.9,6,20,30,17,22,77.3,7,33,40,20,6,6,19,16,-15
DAL,03/26/2013,DAL vs. LAC,W,263,109,40,82,48.8,6,23,26.1,23,27,85.2,8,34,42,23,12,7,15,21,7
LAC,03/26/2013,LAC @ DAL,L,265,102,38,85,44.7,10,33,30.3,16,25,64,11,33,44,19,6,4,17,24,-7
MIN,03/26/2013,MIN @ DET,W,241,105,42,79,53.2,14,26,53.8,7,8,87.5,8,33,41,26,10,3,13,14,23
NOH,03/25/2013,NOH vs. DEN,W,240,110,41,85,48.2,14,25,56,14,15,93.3,17,28,45,30,8,10,12,24,24
WAS,03/25/2013,WAS vs. MEM,W,241,107,36,72,50,5,13,38.5,30,44,68.2,10,32,42,17,8,4,12,17,13
IND,03/25/2013,IND vs. ATL,W,239,100,40,84,47.6,8,23,34.8,12,15,80,15,34,49,18,7,6,20,17,6
MIA,03/25/2013,MIA @ ORL,W,241,108,37,78,47.4,15,28,53.6,19,29,65.5,11,33,44,31,7,6,12,14,14
ORL,03/25/2013,ORL vs. MIA,L,240,94,37,86,43,9,24,37.5,11,18,61.1,10,33,43,25,9,6,12,18,-14
DEN,03/25/2013,DEN @ NOH,L,239,86,25,66,37.9,5,16,31.3,31,39,79.5,11,21,32,14,8,5,13,15,-24
UTA,03/25/2013,UTA vs. PHI,W,238,107,41,84,48.8,7,14,50,18,21,85.7,14,32,46,22,7,10,15,23,16
PHI,03/25/2013,PHI @ UTA,L,240,91,32,83,38.6,4,14,28.6,23,28,82.1,14,24,38,9,6,5,13,18,-16
GSW,03/25/2013,GSW vs. LAL,W,240,109,43,90,47.8,10,23,43.5,13,19,68.4,9,39,48,22,3,4,11,27,6
MEM,03/25/2013,MEM @ WAS,L,240,94,34,77,44.2,6,16,37.5,20,22,90.9,9,34,43,17,8,1,16,25,-13
ATL,03/25/2013,ATL @ IND,L,239,94,36,80,45,7,21,33.3,15,25,60,10,28,38,18,11,7,16,17,-6
LAL,03/25/2013,LAL @ GSW,L,241,103,36,91,39.6,6,26,23.1,25,36,69.4,15,36,51,17,6,2,9,15,-6
MIN,03/24/2013,MIN vs. CHI,L,240,97,39,78,50,6,12,50,13,19,68.4,6,26,32,27,8,4,13,19,-7
SAC,03/24/2013,SAC vs. PHI,L,240,103,42,85,49.4,9,24,37.5,10,12,83.3,9,28,37,18,5,3,13,15,-14
DAL,03/24/2013,DAL vs. UTA,W,241,113,38,70,54.3,9,18,50,28,33,84.8,7,27,34,23,8,7,19,18,5
BKN,03/24/2013,BKN @ PHX,W,240,102,35,76,46.1,4,14,28.6,28,31,90.3,15,29,44,19,7,7,16,18,2
HOU,03/24/2013,HOU vs. SAS,W,240,96,32,80,40,9,26,34.6,23,27,85.2,12,32,44,19,7,7,13,22,1
SAS,03/24/2013,SAS @ HOU,L,241,95,33,78,42.3,10,22,45.5,19,21,90.5,7,31,38,19,9,9,16,17,-1
MIL,03/24/2013,MIL vs. ATL,L,240,99,42,92,45.7,5,21,23.8,10,18,55.6,19,31,50,26,6,5,15,17,-5
OKC,03/24/2013,OKC vs. POR,W,239,103,43,82,52.4,4,11,36.4,13,18,72.2,9,34,43,23,12,5,10,14,20
PHI,03/24/2013,PHI @ SAC,W,241,117,47,96,49,8,21,38.1,15,21,71.4,17,31,48,31,9,4,9,15,14
CHA,03/24/2013,CHA @ MIA,L,241,77,30,89,33.7,5,25,20,12,18,66.7,14,31,45,9,8,2,13,20,-32
POR,03/24/2013,POR @ OKC,L,240,83,32,79,40.5,10,26,38.5,9,13,69.2,7,27,34,22,7,5,17,16,-20
MIA,03/24/2013,MIA vs. CHA,W,239,109,38,76,50,13,30,43.3,20,23,87,4,44,48,28,9,10,10,16,32
UTA,03/24/2013,UTA @ DAL,L,238,108,42,82,51.2,7,17,41.2,17,21,81,12,26,38,23,10,3,18,24,-5
PHX,03/24/2013,PHX vs. BKN,L,239,100,41,99,41.4,6,21,28.6,12,17,70.6,25,23,48,22,5,8,10,23,-2
CHI,03/24/2013,CHI @ MIN,W,240,104,41,89,46.1,10,26,38.5,12,17,70.6,20,32,52,25,7,3,14,16,7
ATL,03/24/2013,ATL @ MIL,W,240,104,39,78,50,10,26,38.5,16,21,76.2,7,30,37,28,9,4,13,12,5
TOR,03/23/2013,TOR @ NYK,L,241,84,34,76,44.7,4,23,17.4,12,18,66.7,11,24,35,13,6,2,18,20,-26
WAS,03/23/2013,WAS @ GSW,L,241,92,36,88,40.9,7,17,41.2,13,16,81.3,12,26,38,20,10,1,12,22,-9
BKN,03/23/2013,BKN @ LAC,L,239,95,34,74,45.9,9,25,36,18,24,75,10,23,33,27,9,2,15,21,-6
IND,03/23/2013,IND @ CHI,L,240,84,30,78,38.5,5,14,35.7,19,24,79.2,9,34,43,13,8,5,7,20,-3
BOS,03/23/2013,BOS @ MEM,L,239,106,38,74,51.4,9,20,45,21,28,75,7,30,37,19,5,9,14,21,-4
NYK,03/23/2013,NYK vs. TOR,W,240,110,41,79,51.9,7,19,36.8,21,23,91.3,11,33,44,20,14,3,11,20,26
DEN,03/23/2013,DEN vs. SAC,W,240,101,37,85,43.5,4,14,28.6,23,32,71.9,13,33,46,25,8,7,15,19,6
CHA,03/23/2013,CHA vs. DET,L,238,91,32,75,42.7,4,17,23.5,23,25,92,7,34,41,14,10,9,14,13,-1
LAC,03/23/2013,LAC vs. BKN,W,241,101,37,79,46.8,9,26,34.6,18,24,75,12,29,41,19,11,6,15,23,6
GSW,03/23/2013,GSW vs. WAS,W,240,101,37,75,49.3,10,20,50,17,22,77.3,8,34,42,25,5,4,21,17,9
CHI,03/23/2013,CHI vs. IND,W,240,87,35,81,43.2,3,11,27.3,14,22,63.6,12,34,46,21,4,5,10,22,3
DET,03/23/2013,DET @ CHA,W,240,92,36,79,45.6,10,26,38.5,10,14,71.4,8,32,40,31,8,3,15,18,1
SAC,03/23/2013,SAC @ DEN,L,239,95,39,86,45.3,8,28,28.6,9,17,52.9,10,26,36,24,5,10,14,26,-6
MEM,03/23/2013,MEM vs. BOS,W,239,110,43,94,45.7,4,11,36.4,20,24,83.3,16,28,44,26,8,6,8,19,4
ORL,03/22/2013,ORL vs. OKC,L,241,89,38,92,41.3,5,16,31.3,8,10,80,11,33,44,20,10,5,14,26,-8
DAL,03/22/2013,DAL vs. BOS,W,239,104,38,82,46.3,6,19,31.6,22,28,78.6,13,35,48,26,7,3,14,22,10
SAS,03/22/2013,SAS vs. UTA,W,267,104,39,84,46.4,8,20,40,18,24,75,8,38,46,23,8,10,17,17,7
OKC,03/22/2013,OKC @ ORL,W,240,97,34,80,42.5,5,21,23.8,24,33,72.7,10,39,49,17,8,11,13,14,8
BOS,03/22/2013,BOS @ DAL,L,240,94,32,77,41.6,5,17,29.4,25,27,92.6,10,28,38,19,8,5,14,26,-10
LAL,03/22/2013,LAL vs. WAS,L,239,100,39,81,48.1,11,23,47.8,11,17,64.7,9,39,48,27,5,3,17,15,-3
TOR,03/22/2013,TOR vs. NYK,L,239,94,36,79,45.6,11,32,34.4,11,14,78.6,9,24,33,19,7,1,12,23,-5
IND,03/22/2013,IND vs. MIL,W,240,102,38,79,48.1,3,12,25,23,30,76.7,11,45,56,23,6,11,14,20,24
POR,03/22/2013,POR @ ATL,W,240,104,41,87,47.1,10,18,55.6,12,16,75,10,38,48,22,8,2,9,16,11
ATL,03/22/2013,ATL vs. POR,L,240,93,37,83,44.6,7,24,29.2,12,16,75,6,35,41,27,8,6,11,14,-11
HOU,03/22/2013,HOU vs. CLE,W,240,116,44,77,57.1,10,29,34.5,18,27,66.7,13,41,54,26,8,6,22,18,38
MIN,03/22/2013,MIN @ PHX,W,240,117,42,79,53.2,2,12,16.7,31,40,77.5,10,40,50,28,10,4,14,18,31
UTA,03/22/2013,UTA @ SAS,L,266,97,41,96,42.7,8,17,47.1,7,12,58.3,11,37,48,23,11,9,16,27,-7
NOH,03/22/2013,NOH vs. MEM,W,242,90,36,76,47.4,4,14,28.6,14,18,77.8,16,33,49,19,4,9,15,22,7
PHX,03/22/2013,PHX vs. MIN,L,239,86,36,95,37.9,4,22,18.2,10,21,47.6,17,31,48,24,9,2,16,29,-31
MIL,03/22/2013,MIL @ IND,L,240,78,31,101,30.7,3,19,15.8,13,22,59.1,22,30,52,17,4,6,8,21,-24
NYK,03/22/2013,NYK @ TOR,W,240,99,38,71,53.5,10,22,45.5,13,24,54.2,9,31,40,16,8,5,13,24,5
DET,03/22/2013,DET @ MIA,L,241,89,34,83,41,7,22,31.8,14,18,77.8,18,29,47,21,9,5,22,24,-14
CLE,03/22/2013,CLE @ HOU,L,240,78,31,86,36,4,20,20,12,15,80,10,22,32,14,9,3,14,24,-38
MIA,03/22/2013,MIA vs. DET,W,241,103,38,68,55.9,8,15,53.3,19,26,73.1,4,29,33,21,15,6,18,14,14
MEM,03/22/2013,MEM @ NOH,L,239,83,30,73,41.1,3,10,30,20,25,80,11,22,33,14,11,3,11,20,-7
WAS,03/22/2013,WAS @ LAL,W,240,103,40,87,46,11,26,42.3,12,16,75,6,33,39,28,8,5,9,18,3
SAC,03/21/2013,SAC vs. MIN,W,241,101,40,75,53.3,6,18,33.3,15,18,83.3,4,36,40,21,4,6,16,23,3
POR,03/21/2013,POR @ CHI,W,237,99,41,84,48.8,10,21,47.6,7,10,70,8,37,45,19,4,5,14,16,10
